topicId,rank,docId,filename
2,22,12,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/109-m.txt
2,23,202,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/93-u.txt
2,24,165,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/6-f.txt
2,25,161,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/56-m.txt
2,26,158,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/53-m.txt
2,27,155,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/50-m.txt
2,28,139,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/36-f.txt
2,29,122,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/208-f.txt
2,30,103,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/191-m.txt
2,31,101,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/19-m.txt
2,32,87,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/177-m.txt
2,33,84,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/174-f.txt
2,34,64,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/156-f.txt
2,35,25,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/120-m.txt
2,36,198,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/9-m.txt
2,37,182,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/75-m.txt
2,38,138,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/35-f.txt
2,39,137,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/34-f.txt
2,40,136,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/33-m.txt
2,41,121,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/207-f.txt
2,42,119,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/205-m.txt
2,43,96,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/185-f.txt
2,44,91,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/180-f.txt
2,45,74,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/165-f.txt
2,46,70,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/161-f.txt
2,47,67,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/159-f.txt
2,48,62,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/154-f.txt
2,49,59,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/151-f.txt
2,50,58,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/150-f.txt
2,51,55,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/148-f.txt
2,52,48,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/141-f.txt
2,53,41,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/135-f.txt
2,54,36,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/130-m.txt
2,55,200,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/91-m.txt
2,56,185,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/78-f.txt
2,57,180,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/73-u.txt
2,58,179,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/72-m.txt
2,59,176,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/7-f.txt
2,60,175,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/69-f.txt
2,61,162,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/57-m.txt
2,62,151,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/47-m.txt
2,63,147,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/43-m.txt
2,64,143,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/4-u.txt
2,65,140,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/37-f.txt
